Bidang,Major Project,Nama Jabatan/Bidang,Jenis Jabatan,Tugas,Level Competency Permenpan 38 Tahun 2017,Level Competency SKKNI,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Penyuluh Lingkungan Hidup,JF,"Melaksanakan kegiatan Penyuluhan Lingkungan Hidup meliputi persiapan, pelaksanaan, pengembangan, pemantauan, evaluasi dan pelaporan penyuluhan lingkungan hidup",Kompetensi JF Level 2 - 4,Kompetensi Level 7,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Teknis Pengairan,JF,"Melaksanakan pengembangan dan pengelolaan sumber daya air, irigasi, sungai serta rawa dan pantai.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Teknik Penyehatan Lingkungan,JF,"Melaksanakan penyelenggaraan pengelolaan air minum, air limbah, sampah dan air drainase",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Perencana,JF,"menyiapkan, mengkaji, merumuskan kebijakan dan menyusun rencana pembangunan pada instansi pemerintah secara teratur dan sistematis, termasuk mengendalikan, memantau, dan mengevaluasi pelaksanaan rencana pembangunan.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Bidang pekerjaan umum dan penataan ruang,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang pekerjaan umum dan penataan ruang.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Bidang Perumahan Rakyat dan Kawasan Pemukiman,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang Perumahan Rakyat dan Kawasan Pemukiman.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Bidang Pertanahan,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang Pertanahan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Bidang Rumah Susun,JPT,"melaksanakan penyiapan perumusan kebijakan dan strategi nasional penyelenggaraan rumah susun, pelaksanaan kebijakan pembangunan rumah susun, penyusunan program dan anggaran, perencanaan teknis, penyusunan standar dan pedoman, pemberian bimbingan teknis dan supervisi, fasilitasi pengelolaan dan penghunian, pengelolaan data dan pengembangan sistem informasi, serta pemantauan dan evaluasi penyelenggaraan rumah susun.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Bidang Rumah Swadaya,JPT,"melaksanakan penyusunan rencana teknik dan penyusunan standardisasi, fasilitasi pendataan dan verifikasi, fasilitasi pemberdayaan dan kemitraan, pelaksanaan bantuan stimulan serta pemantauan dan evaluasi di bidang penyelenggaraan bantuan rumah swadaya.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Bidang Rumah Khusus,JPT,"melaksanakan penyiapan perumusan kebijakan dan pelaksanaan di bidang pembinaan penyelenggaraan rumah tapak khusus, perencanaan teknik, penyusunan standar dan pedoman, pengelolaan, pemantauan dan evaluasi penyediaan rumah tapak khusus, serta penyediaan rumah tapak khusus dan rumah tapak negara.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Bidang Rumah Umum dan Komersial,JPT,"melaksanakan perencanaan teknik dan evaluasi, penyusunan standar dan pedoman, bantuan rumah umum, fasilitasi pelaksanaan hunian berimbang dan fasilitasi penyediaan tanah bagi perumahan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Bidang Sumber Daya Air,JPT,Menyelenggarakan perumusan dan pelaksanaan kebijakan di bidang pengelolaan sumber daya air sesuai dengan ketentuan peraturan perudang-undangan.,Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Bidang Sistem dan Strategi Pengelolaan Sumber Daya Air,JPT,menyelenggarakan perumusan dan pelaksanaan kebijakan di bidang pengelolaan sumber daya air sesuai dengan ketentuan peraturan perudang-undangan.,Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Bidang Sungai dan Pantai,JPT,"melaksanakan pembinaan pelaksanaan norma, standar, prosedur, dan kriteria, serta perencanaan, persiapan, dan pelaksanaan operasi dan pemeliharaan sungai, pantai, dan 
 drainase utama perkotaan",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Bidang Irigasi dan Rawa,JPT,"melaksanakan pembinaan pelaksanaan norma, standar, prosedur, dan kriteria, serta perencanaan, persiapan, dan pelaksanaan operasi dan pemeliharaan irigasi dan rawa",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Bidang Bendungan dan Danau,JPT,"melaksanakan pembinaan pelaksanaan norma, standar, prosedur, dan kriteria, serta perencanaan, persiapan, dan pelaksanaan operasi dan pemeliharaan bendungan, danau, situ, dan embung, serta konservasi fisik sumber daya air.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Bidang Air Tanah dan Air Baku,JPT,"melaksanakan pembinaan pelaksanaan norma, standar, prosedur, dan kriteria, serta perencanaan, persiapan, dan pelaksanaan operasi dan pemeliharaan air tanah dan air baku, serta sarana dan prasarana konservasi air tanah dan air baku",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Bidang Bina Operasi dan Pemeliharaan,JPT,"melaksanakan pembinaan pelaksanaan norma, standar, prosedur, dan kriteria di bidang pembinaan operasi dan pemeliharaan serta pembinaan persiapan dan fasilitasi penanganan bencana.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Bidang Kepatuhan Intern,JPT,"Melaksanakan penyusunan kebijakan teknis kerangka kerja, pembinaan, pengendalian, pemantauan, evaluasi, dan pelaporan kepatuhan intern dan manajemen risiko",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Bidang Bina Teknik Sumber Daya Air,JPT,"mempunyai tugas melaksanakanpenyiapan perumusan dan pelaksanaan kebijakan,serta penyusunan norma, standar, prosedur, dan kriteriadi bidang pembinaan tekniksumber daya air",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Bidang Sumber Daya Air Nasional,JPT,menyelenggarakan perumusan dan pelaksanaan kebijakan di bidang pengelolaan sumber daya air sesuai dengan ketentuan peraturan perudang-undangan.,Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Bidang Pengendalian Lumpur,JPT,"Koordinasi dan penyusunan kebijakan teknis,rencana umum,rencana teknis serta program dan anggaran pengendalian lumpur; Pelaksanaan pengendalian lumpur dan penataan lingkungan; Penyiapan serta pelaksanaan norma, standar, prosedur, dan kriteria operasi dan pemeliharaan sarana dan prasarana pengendalian lumpur",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Bidang Besar Wilayah Sungai,JPT,"melaksanakan pengelolaan sumber daya air di wilayah sungai yang meliputi penyusunan program, pelaksanaan konstruksi, operasi dan pemeliharaan dalam rangka konservasi dan pendayagunaan sumber daya air dan pengendalian daya rusak air pada sungai, pantai, bendungan, danau, situ, embung, dan tampungan air lainnya, irigasi, rawa, tambak, air tanah, air baku, serta pengelolaan drainase utama perkotaan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Bidang Pengembangan Infrastruktur Wilayah Nasional,JPT,"Melaksanakan penyusunan kebijakan teknis dan rencana terpadu pembangunan infrastruktur pekerjaan umum dan perumahan rakyat, pelaksanaan koordinasi keterpaduan rencana dan sinkronisasi program, serta pemantauan, evaluasi, dan pelaporan pelaksanaan rencana terpadu pembangunan infrastruktur pekerjaan umum dan perumahan rakyat pada wilayah nasional berdasarkan pendekatan pengembangan wilayah",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),"BidangPengembangan Infrastruktur Wilayah 1, 2, 3",JPT,melaksanakan penyusunan kebijakan teknis dan rencana terpadu program pembangunan infrastruktur pekerjaan umum dan perumahan rakyat berdasarkan pendekatan pengembangan wilayah,Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Bidang Transportasi,JPT,"mempunyai tugas melaksanakan pengoordinasian, perumusan dan pelaksanaan kebijakan, serta pemantauan, evaluasi, dan pengendalian perencanaan pembangunan nasional di bidang transportasi.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Bidang Pengairan dan Irigasi,JPT,"melaksanakan pengoordinasian, perumusan dan pelaksanaan kebijakan, serta pemantauan, evaluasi, dan pengendalian perencanaan pembangunan nasional di bidang pengairan dan irigasi.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),"Bidang Ketenagalistrikan, Telekomunikasi dan Informatika",JPT,"melaksanakan pengoordinasian, perumusan dan pelaksanaan kebijakan, serta pemantauan, evaluasi, dan pengendalian perencanaan pembangunan nasional di bidang ketenagalistrikan, telekomunikasi, dan informatika.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Bidang Perumahan dan Permukiman,JPT,"melaksanakan pengoordinasian, perumusan dan pelaksanaan kebijakan, serta pemantauan, evaluasi, dan pengendalian perencanaan pembangunan nasional di bidang perumahan dan permukiman.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Bidang Pengembangan dan Perencanaan Proyek Infrastruktur Prioritas Nasional,JPT,"melaksanakan pengoordinasian, perumusan dan pelaksanaan kebijakan penjaringan usulan proyek infrastruktur dan proyek strategis nasional, yang termasuk dalam proyek besar nasional, serta pemantauan, evaluasi, dan pengendalian perencanaan pembangunan nasional di bidang perencanaan dan pengembangan proyek infrastruktur prioritas nasional.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Ibu Kota Negara (IKN),Bidang Penatagunaan Tanah,JPT,"melaksanakan perumusan dan pelaksanaan kebijakan, penyusunan norma, standar, prosedur, dan kriteria, dan pemberian bimbingan teknis dan supervisi, serta pelaksanaan evaluasi dan pelaporan di bidang perencanaan dan evaluasi penatagunaan tanah, data dan neraca penatagunaan tanah, dan penatagunaan tanah kawasan perkotaan dan perdesaan",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,"Pengembangan Kota Baru: Maja, Tanjung Selor, Sofifi, dan Sorong",Perencana Khusus Kawasan,Future Job,,Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,"Pengembangan Kota Baru: Maja, Tanjung Selor, Sofifi, dan Sorong",Analis Kewilayahan,Future Job,"mengidentifikasi kebutuhan substansi, melakukan perencanaan pekerjaan, menyusun spesifikasi teknis pekerjaan, memberikan jasa konsultasi, menganalisis informasi geospasial kewilayahan ",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,"Pengembangan Kota Baru: Maja, Tanjung Selor, Sofifi, dan Sorong",Analis Proyek,Future Job,"Melakukan analis sistem yang akan dibangun, membuat statement of purpose, memodelkan proses bisnis, membuat dokumentasi hasil analisis.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,"Pengembangan Kota Baru: Maja, Tanjung Selor, Sofifi, dan Sorong",Penata Kelola Perumahan,Future Job,"Merencanakan dan mengembangkan lahan untuk taman, sekolah, lembaga, bandara, jalan raya dan proyek terkait, dan untuk perumahan dan industry yang bersifat komersil",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,"Pengembangan Kota Baru: Maja, Tanjung Selor, Sofifi, dan Sorong",Ahli Perencana Kota dan Kawasan Tematik,Future Job,"menerapkan norma, standar, pedoman, kriteria dalam perencanaan tata ruang wilayah dan kota.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,"Pengembangan Kota Baru: Maja, Tanjung Selor, Sofifi, dan Sorong",Bidang pekerjaan umum dan penataan ruang,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang pekerjaan umum dan penataan ruang.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,"Pengembangan Kota Baru: Maja, Tanjung Selor, Sofifi, dan Sorong",Bidang Perumahan Rakyat dan Kawasan Pemukiman,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang Perumahan Rakyat dan Kawasan Pemukiman.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,"Pengembangan Kota Baru: Maja, Tanjung Selor, Sofifi, dan Sorong",Bidang Pertanahan,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang Pertanahan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,"Pengembangan Kota Baru: Maja, Tanjung Selor, Sofifi, dan Sorong",Bidang Pengembangan Infrastruktur Wilayah Nasional,JPT,"Melaksanakan penyusunan kebijakan teknis dan rencana terpadu pembangunan infrastruktur pekerjaan umum dan perumahan rakyat, pelaksanaan koordinasi keterpaduan rencana dan sinkronisasi program, serta pemantauan, evaluasi, dan pelaporan pelaksanaan rencana terpadu pembangunan infrastruktur pekerjaan umum dan perumahan rakyat pada wilayah nasional berdasarkan pendekatan pengembangan wilayah",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,"Pengembangan Kota Baru: Maja, Tanjung Selor, Sofifi, dan Sorong",Bidang Transportasi,JPT,"Melaksanakan pengoordinasian, perumusan dan pelaksanaan kebijakan,
 serta pemantauan, evaluasi, dan pengendalian perencanaan
 pembangunan nasional di bidang transportasi",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,"Pengembangan Kota Baru: Maja, Tanjung Selor, Sofifi, dan Sorong",Teknis Pengairan,JF,"Melaksanakan pengembangan dan pengelolaan sumber daya air, irigasi, sungai serta rawa dan pantai.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,"Pengembangan Kota Baru: Maja, Tanjung Selor, Sofifi, dan Sorong",Teknik Penyehatan Lingkungan,JF,"Melaksanakan pengembangan dan pengelolaan sumber daya air, irigasi, sungai serta rawa dan pantai.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,"Pengembangan Kota Baru: Maja, Tanjung Selor, Sofifi, dan Sorong",Perencana,JF,"Melaksanakan penyelenggaraan pengelolaan air minum, air limbah, sampah dan air drainase",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,Wilayah Adat Papua: Wilayah Adat Laa Pago dan Wilayah Adat Domberay,Ahli Etnografi/Ahli Etnologi,Future Job,"mempelajari berbagai suku bangsa dan aspek kebudayaannya, serta hubungan antara satu bangsa dengan bangsa lainnya",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,Wilayah Adat Papua: Wilayah Adat Laa Pago dan Wilayah Adat Domberay,Bidang pekerjaan umum dan penataan ruang,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang pekerjaan umum dan penataan ruang.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Wilayah Adat Papua: Wilayah Adat Laa Pago dan Wilayah Adat Domberay,Bidang Pengembangan Infrastruktur Wilayah Nasional,JPT,"mempunyai tugas melaksanakan penyusunan kebijakan teknisdan rencana terpadu pembangunan infrastruktur pekerjaan umum dan perumahan rakyat, pelaksanaan koordinasi keterpaduan rencana dan sinkronisasi program, serta pemantauan, evaluasi, dan pelaporan pelaksanaan rencana terpadu pembangunan infrastrukturpekerjaan umum dan perumahan rakyat pada wilayah nasional berdasarkan pendekatan pengembangan wilayah",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Wilayah Adat Papua: Wilayah Adat Laa Pago dan Wilayah Adat Domberay,"Bidang Pengembangan Infrastruktur Wilayah 1, 2, 3",JPT,"melaksanakan penyusunan rencana induk, sinkronisasi dan penyusunan prioritisasi program dan strategi pembiayaan jangka menengah dan tahunan, serta pemantauan, evaluasi, dan pelaporan pelaksanaan pembangunan infrastruktur pekerjaan umum dan perumahan rakyat berdasarkan pendekatan pengembangan wilayah di wilayah Pulau Sumatera dan Pulau Kalimantan",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Wilayah Adat Papua: Wilayah Adat Laa Pago dan Wilayah Adat Domberay,Bidang Kesehatan Masyarakat,JPT,"Pusat Pengembangan Infrastruktur Pekerjaan Umum dan Perumahan Rakyat Wilayah II mempunyai tugas melaksanakanpenyusunan rencana induk, sinkronisasi dan penyusunan prioritasiprogram dan strategi pembiayaan jangka menengah dan tahunan, serta pemantauan, evaluasi, dan pelaporan pelaksanaan pembangunan infrastruktur pekerjaan umum danperumahan rakyat berdasarkan pendekatan pengembangan wilayah di wilayah Pulau Jawa, Pulau Bali, dan Kepulauan Nusa Tenggara.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Wilayah Adat Papua: Wilayah Adat Laa Pago dan Wilayah Adat Domberay,Bidang Tenaga Kesehatan,JPT,"melaksanakan penyusunan rencana induk, sinkronisasi dan penyusunan prioritasiprogram dan strategi pembiayaan jangkamenengah dan tahunan, serta pemantauan, evaluasi, dan pelaporan pelaksanaan pembangunan infrastruktur pekerjaan umum dan perumahan rakyat berdasarkan pendekatan pengembangan wilayah di wilayah Pulau Sulawesi, Kepulauan Maluku, dan Pulau Papua.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Wilayah Adat Papua: Wilayah Adat Laa Pago dan Wilayah Adat Domberay,Bidang Pelayanan Kesehatan,JPT,"menyelenggarakan perumusan dan pelaksanaan kebijakan di
 bidang kesehatan masyarakat sesuai dengan ketentuan
 peraturan perundang-undangan",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Wilayah Adat Papua: Wilayah Adat Laa Pago dan Wilayah Adat Domberay,Bidang Pelayanan Kesehatan Primer,JPT,"pelaksanaan pengembangan dan pemberdayaan sumber
 daya manusia di bidang kesehatan serta pengelolaan
 tenaga kesehatan",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Wilayah Adat Papua: Wilayah Adat Laa Pago dan Wilayah Adat Domberay,Bidang Gizi Masyarakat,JPT,"menyelenggarakan perumusan dan pelaksanaan kebijakan di bidang pelayanan kesehatan sesuai dengan ketentuan
 peraturan perundang-undangan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
